id,set_name,number,rarity,character,title,popularity,popularity_factor,raw_value_yuan,balance_factor,value_yuan
4050,NS-02-M03,048,SR,Chika Fujiwara,Kaguya-sama: Love is War,epic,2.47,0.25,2.380665358057,0.60
4051,NS-02-M03,049,SR,Gabriel Tenma White,Gabriel DropOut,common,1.04,0.10,2.380665358057,0.24
4052,NS-02-M03,050,SR,Tohru,Miss Kobayashi's Dragon Maid,epic,2.37,0.24,2.380665358057,0.57
4053,NS-02-M03,051,SR,Shalltear,Overlord,common,1.01,0.10,2.380665358057,0.24
4054,NS-02-M03,052,SR,Kotoko Iwanaga,In/Spectre,common,1.05,0.11,2.380665358057,0.26
4055,NS-02-M03,053,SR,Nao Tomori,Charlotte,common,1.03,0.10,2.380665358057,0.24
4056,NS-02-M03,054,SR,Erina Nakiri,Food Wars! Shokugeki no Soma,common,1.00,0.10,2.380665358057,0.24
4057,NS-02-M03,055,R,Chisato Shirasagi,BanG Dream!,common,1.01,0.01,2.380665358057,0.02
4058,NS-02-M03,056,R,Rikka Takarada,SSSS.GRIDMAN,common,1.02,0.01,2.380665358057,0.02
4059,NS-02-M03,057,R,Mitsuha Miyamizu,Your Name,common,1.04,0.01,2.380665358057,0.02
4060,NS-02-M03,058,R,Remilia Scarlet,Touhou Project,common,1.01,0.01,2.380665358057,0.02
4061,NS-02-M03,059,R,Nanoha Takamachi,Magical Girl Lyrical Nanoha,common,1.03,0.01,2.380665358057,0.02
4062,NS-02-M03,060,R,Kei Karuizawa,Classroom of the Elite,rare,1.36,0.01,2.380665358057,0.02
4063,NS-02-M03,061,R,Celestia Ludenberg,Danganronpa,common,1.01,0.01,2.380665358057,0.02
4064,NS-02-M03,062,R,Index Librorum Prohibitorum,A Certain Magical Index (Toaru Kagaku no Railgun),common,1.05,0.01,2.380665358057,0.02
4065,NS-02-M03,063,R,Eula,Genshin Impact,common,1.05,0.01,2.380665358057,0.02
4066,NS-02-M03,064,R,Honoka Kousaka,Love Live!,common,1.05,0.01,2.380665358057,0.02
4067,NS-02-M03,065,R,Kotori Minami,Love Live!,common,1.03,0.01,2.380665358057,0.02
4068,NS-02-M03,066,R,Umi Sonoda,Love Live!,common,1.00,0.01,2.380665358057,0.02
4069,NS-02-M03,067,R,Eli Ayase,Love Live!,common,1.00,0.01,2.380665358057,0.02
4070,NS-02-M03,068,R,Nozomi Tojo,Love Live!,common,1.04,0.01,2.380665358057,0.02
4071,NS-02-M03,069,R,Maki Nishikino,Love Live!,common,1.04,0.01,2.380665358057,0.02
4072,NS-02-M03,070,R,Rin Hoshizora,Love Live!,common,1.05,0.01,2.380665358057,0.02
4073,NS-02-M03,071,R,Hanayo Koizumi,Love Live!,common,1.03,0.01,2.380665358057,0.02
4074,NS-02-M03,072,R,Nico Yazawa,Love Live!,common,1.05,0.01,2.380665358057,0.02
4075,NS-02-M03,001,PR,Ai Hayasaka,Kaguya-sama: Love is War,epic,2.36,28.32,2.380665358057,67.42
4076,NS-02-M03,002,PR,Akane Shinjo,SSSS.GRIDMAN,common,1.00,12.00,2.380665358057,28.57
4077,NS-02-M03,003,PR,Rikka Takarada,SSSS.GRIDMAN,common,1.04,12.48,2.380665358057,29.71
4078,NS-02-M03,004,PR,Kokoro Natsume (Kokkoro),Princess Connect Re:Dive,common,1.03,12.36,2.380665358057,29.43
4079,NS-02-M03,005,PR,Eustiana von Astraea (Pecorine),Princess Connect Re:Dive,common,1.04,12.48,2.380665358057,29.71
4080,NS-02-M03,006,PR,Kiruya Momochi (Kyaru),Princess Connect Re:Dive,common,1.01,12.12,2.380665358057,28.85
4081,NS-02-M03,007,PR,Suguha Kirigaya,Sword Art Online,rare,1.35,16.20,2.380665358057,38.57
4082,NS-02-M03,008,PR,Shino Asada,Sword Art Online,rare,1.49,17.88,2.380665358057,42.57
4083,NS-02-M03,009,PR,Shuten Douji,Fate Series,common,1.01,12.12,2.380665358057,28.85
4084,NS-02-M03,010,PR,Artoria Pendragon (Saber) Alter,Fate Series,common,1.00,12.00,2.380665358057,28.57
4085,NS-02-M03,011,PR,Rin Tohsaka,Fate Series,common,1.04,12.48,2.380665358057,29.71
4086,NS-02-M03,012,PR,Sakura Matou,Fate Series,common,1.03,12.36,2.380665358057,29.43
4087,NS-02-M03,013,PR,Narberal Gamma,Overlord,common,1.00,12.00,2.380665358057,28.57
4088,NS-02-M03,014,PR,Misaki Usui,Kaichou Wa Maid-Sama!,common,1.04,12.48,2.380665358057,29.71
4089,NS-02-M03,015,PR,Sakuya Izayoi,Touhou Project,common,1.00,12.00,2.380665358057,28.57
4090,NS-02-M03,016,PR,Maika Sakuranomiya,Blend S,common,1.02,12.24,2.380665358057,29.14
4091,NS-02-M03,017,PR,Myucel Foaran,Outbreak Company,common,1.02,12.24,2.380665358057,29.14
4092,NS-02-M03,018,PR,Minato Aqua,Hololive,common,1.04,12.48,2.380665358057,29.71
4093,NS-02-M04,001,PTR,Zero Two,Darling in the Franxx,epic,2.41,14.46,2.590185628167,37.45
4094,NS-02-M04,002,PTR,Emilia,Re:Zero,epic,2.36,14.16,2.590185628167,36.68
4095,NS-02-M04,003,PTR,Kashima,Kantai Collection,common,1.04,6.24,2.590185628167,16.16
4096,NS-02-M04,004,PTR,Kurumi Tokisaki,Date A Live,common,1.04,6.24,2.590185628167,16.16
4097,NS-02-M04,005,PTR,Kurisu Makise,Steins; Gate,epic,1.76,10.56,2.590185628167,27.35
4098,NS-02-M04,006,PTR,Rachel Gardner,Angels of Death,common,1.03,6.18,2.590185628167,16.01
4099,NS-02-M04,007,PTR,Gray,Fate Series,common,1.05,6.30,2.590185628167,16.32
4100,NS-02-M04,008,PTR,Haruhi Suzumiya,The Melancholy of Haruhi Suzumiya,common,1.00,6.00,2.590185628167,15.54
4101,NS-02-M04,009,PTR,Sakura Minamoto,Zombieland Saga,common,1.03,6.18,2.590185628167,16.01
4102,NS-02-M04,010,SSR,Siesta,The Detective is Already Dead,common,1.01,2.53,2.590185628167,6.55
4103,NS-02-M04,011,SSR,Yume Minami,SSSS.DYNAZENON,common,1.00,2.50,2.590185628167,6.48
4104,NS-02-M04,012,SSR,Makima,Chainsaw Man,epic,2.28,5.70,2.590185628167,14.76
4105,NS-02-M04,013,SSR,Iris,Fire Force,epic,2.23,5.58,2.590185628167,14.45
4106,NS-02-M04,014,SSR,Filo,The Rising of the Shield Hero,rare,1.43,3.58,2.590185628167,9.27
4107,NS-02-M04,015,SSR,Yuuko Yoshida,The Demon Girl Next Door,common,1.03,2.58,2.590185628167,6.68
4108,NS-02-M04,016,SSR,Krul Tepes,Seraph of The End,rare,1.30,3.25,2.590185628167,8.42
4109,NS-02-M04,017,SSR,Nezuko Kamado,Demon Slayer (Kimetsu no Yaiba),epic,1.99,4.97,2.590185628167,12.87
4110,NS-02-M04,018,SSR,Chiya,Urara Meirochou,common,1.03,2.58,2.590185628167,6.68
4111,NS-02-M04,019,SSR,Tamako Kitashirakawa,Tamako Market,common,1.03,2.58,2.590185628167,6.68
4112,NS-02-M04,020,SSR,Mejiro McQueen,Uma Musume Pretty Derby,common,1.04,2.60,2.590185628167,6.73
4113,NS-02-M04,021,SSR,Mihono Bourbon,Uma Musume Pretty Derby,common,1.04,2.60,2.590185628167,6.73
4114,NS-02-M04,022,SSR,Mumei,Kabaneri of the Iron Fortress,epic,2.01,5.02,2.590185628167,13.00
4115,NS-02-M04,023,SSR,Blaze,Arknights,common,1.02,2.55,2.590185628167,6.60
4116,NS-02-M04,024,SSR,Skadi,Arknights,common,1.02,2.55,2.590185628167,6.60
4117,NS-02-M04,025,SSR,Usagi Tsukino (Sailor Moon),Sailor Moon,common,1.01,2.53,2.590185628167,6.55
4118,NS-02-M04,026,SSR,Nero Claudius,Fate Series,common,1.01,2.53,2.590185628167,6.55
4119,NS-02-M04,027,SSR,Scathach,Fate Series,common,1.00,2.50,2.590185628167,6.48
4120,NS-02-M04,028,SSR,Elaina,The Journey of Elaina,common,1.03,2.58,2.590185628167,6.68
4121,NS-02-M04,029,SSR,Kamisato Ayaka,Genshin Impact,common,1.03,2.58,2.590185628167,6.68
4122,NS-02-M04,030,SSR,Eula,Genshin Impact,common,1.05,2.63,2.590185628167,6.81
4123,NS-02-M04,031,SSR,Yoshino Himekawa,Date A Live,common,1.05,2.63,2.590185628167,6.81
4124,NS-02-M04,032,SSR,White Queen,Date A Live,common,1.02,2.55,2.590185628167,6.60
4125,NS-02-M04,033,SSR,Origami Tobiichi,Date A Live,common,1.00,2.50,2.590185628167,6.48
4126,NS-02-M04,034,SSR,Ilulu,Miss Kobayashi's Dragon Maid,epic,2.29,5.73,2.590185628167,14.84
4127,NS-02-M04,035,SSR,Yuna,Sword Art Online,rare,1.26,3.15,2.590185628167,8.16
4128,NS-02-M04,036,SSR,Konno Yuuki,Sword Art Online,rare,1.48,3.70,2.590185628167,9.58
4129,NS-02-M04,037,SR,Tomoyo Daidouji,Cardcaptor Sakura,common,1.02,0.10,2.590185628167,0.26
4130,NS-02-M04,038,SR,Suzune Amano,Puella Magi Suzune Magica,common,1.05,0.11,2.590185628167,0.28
4131,NS-02-M04,039,SR,Nanoha Takamachi,Magical Girl Lyrical Nanoha,common,1.01,0.10,2.590185628167,0.26
4132,NS-02-M04,040,SR,Sistine Fibel,Akashic Records Of Bastard Magic Instructor,common,1.04,0.10,2.590185628167,0.26
4133,NS-02-M04,041,SR,Yurine Hanazono,Dropkick on My Devil!,common,1.03,0.10,2.590185628167,0.26
4134,NS-02-M04,042,SR,Tsubasa Kazanari,Senki Zessh┼Н Symphogear,common,1.00,0.10,2.590185628167,0.26
4135,NS-02-M04,043,SR,Shirabe Tsukuyomi,Senki Zessh┼Н Symphogear,common,1.01,0.10,2.590185628167,0.26
4136,NS-02-M04,044,SR,Chizuru Ichinose,Rent-a-Girlfriend,common,1.00,0.10,2.590185628167,0.26
4137,NS-02-M04,045,SR,Ruka Sarashina,Rent-a-Girlfriend,common,1.05,0.11,2.590185628167,0.28
4138,NS-02-M04,046,SR,Mimori Togo,Yuuki Yuuna is a Hero,common,1.00,0.10,2.590185628167,0.26
4139,NS-02-M04,047,SR,Yuuki Yuuna,Yuuki Yuuna is a Hero,common,1.02,0.10,2.590185628167,0.26
4140,NS-02-M04,048,SR,Nogi Sonoko,Yuuki Yuuna is a Hero,common,1.05,0.11,2.590185628167,0.28
4141,NS-02-M04,049,SR,Bismarck,Azur Lane,common,1.04,0.10,2.590185628167,0.26
4142,NS-02-M04,050,SR,Prinz Eugen,Azur Lane,common,1.03,0.10,2.590185628167,0.26
4143,NS-02-M04,051,SR,Roon,Azur Lane,common,1.05,0.11,2.590185628167,0.28
4144,NS-02-M04,052,SR,Tsubasa Kira,Love Live!,common,1.03,0.10,2.590185628167,0.26
4145,NS-02-M04,053,SR,Erena Toudou,Love Live!,common,1.02,0.10,2.590185628167,0.26
4146,NS-02-M04,054,SR,Anju Yuuki,Love Live!,common,1.02,0.10,2.590185628167,0.26
4147,NS-02-M04,055,R,Shiraori,"So I'm a Spider, So What?",common,1.01,0.01,2.590185628167,0.03
4148,NS-02-M04,056,R,Amber,Genshin Impact,common,1.01,0.01,2.590185628167,0.03
4149,NS-02-M04,057,R,Fischl,Genshin Impact,common,1.01,0.01,2.590185628167,0.03
4150,NS-02-M04,058,R,Fujino Asagami,Kara no Kyoukai,common,1.04,0.01,2.590185628167,0.03
4151,NS-02-M04,059,R,Minamoto no Raikou,Fate Series,common,1.01,0.01,2.590185628167,0.03
4152,NS-02-M04,060,R,Frankenstein,Fate Series,common,1.03,0.01,2.590185628167,0.03
4153,NS-02-M04,061,R,Saeko Busujima,High School Of The Dead,common,1.01,0.01,2.590185628167,0.03
4154,NS-02-M04,062,R,Serena,Pokemon,common,1.01,0.01,2.590185628167,0.03
4155,NS-02-M04,063,R,Lillie,Pokemon,common,1.03,0.01,2.590185628167,0.03
4156,NS-02-M04,064,R,Kuroyukihime,Accel World,common,1.01,0.01,2.590185628167,0.03
4157,NS-02-M04,065,R,Tsurugi no Otome,Goblin Slayer,epic,1.86,0.02,2.590185628167,0.05
4158,NS-02-M04,066,R,Onna Shinkan,Goblin Slayer,rare,1.23,0.01,2.590185628167,0.03
4159,NS-02-M04,067,R,Ryuuko Matoi,Kill la Kill,epic,1.89,0.02,2.590185628167,0.05
4160,NS-02-M04,068,R,Mikumo Guynemer,Macross,rare,1.33,0.01,2.590185628167,0.03
4161,NS-02-M04,069,R,Freyja Wion,Macross,rare,1.42,0.01,2.590185628167,0.03
4162,NS-02-M04,070,R,Tea Gardner,Yu-Gi-Oh!,rare,1.46,0.01,2.590185628167,0.03
4163,NS-02-M04,071,R,Stella Vermillion,Chivalry of a Failed Knight,common,1.03,0.01,2.590185628167,0.03
4164,NS-02-M04,072,R,Ibuki Mioda,Danganronpa,common,1.00,0.01,2.590185628167,0.03
4165,NS-02-M04,001,PR,Tenka Yatogami,Date A Live,common,1.00,12.00,2.590185628167,31.08
4166,NS-02-M04,002,PR,Kokoro Natsume (Kokkoro),Princess Connect Re:Dive,common,1.01,12.12,2.590185628167,31.39
4167,NS-02-M04,003,PR,Yui Yuigahama,My Youth Romantic Comedy Is Wrong As I Expected,common,1.05,12.60,2.590185628167,32.64
4168,NS-02-M04,004,PR,Honami Ichinose,Classroom of the Elite,rare,1.24,14.88,2.590185628167,38.54
4169,NS-02-M04,005,PR,Kei Shirogane,Kaguya-sama: Love is War,epic,1.95,23.40,2.590185628167,60.61
4170,NS-02-M04,006,PR,Ginko Sora,The Ryuo's Work is Never Done,common,1.03,12.36,2.590185628167,32.01
4171,NS-02-M04,007,PR,Yukina Minato,BanG Dream!,common,1.01,12.12,2.590185628167,31.39
4172,NS-02-M04,008,PR,Keqing,Genshin Impact,common,1.04,12.48,2.590185628167,32.33
4173,NS-02-M04,009,PR,Chino Kafuu,Is the Order a Rabbit?,common,1.01,12.12,2.590185628167,31.39
4174,NS-02-M04,010,PR,Yukino Yukinoshita,My Youth Romantic Comedy Is Wrong As I Expected,common,1.00,12.00,2.590185628167,31.08
4175,NS-02-M04,011,PR,Rin Tohsaka,Fate Series,common,1.00,12.00,2.590185628167,31.08
4176,NS-02-M04,012,PR,Gold Ship,Uma Musume Pretty Derby,common,1.04,12.48,2.590185628167,32.33
4177,NS-02-M05,001,PTR,Tenka Yatogami,Date A Live,common,1.01,6.06,2.974233490492,18.02
4178,NS-02-M05,002,PTR,Madoka Kaname,Puella Magi Madoka Magica,common,1.04,6.24,2.974233490492,18.56
4179,NS-02-M05,003,PTR,Akemi Homura,Puella Magi Madoka Magica,common,1.02,6.12,2.974233490492,18.20
4180,NS-02-M05,004,PTR,Hanako,Kemono Michi: Rise Up,common,1.05,6.30,2.974233490492,18.74
4181,NS-02-M05,005,PTR,Asuka Shikinami Langley,Evangelion,common,1.02,6.12,2.974233490492,18.20
4182,NS-02-M05,006,PTR,Mikuru Asahina,The Melancholy of Haruhi Suzumiya,common,1.03,6.18,2.974233490492,18.38
4183,NS-02-M05,007,PTR,Maika Sakuranomiya,Blend S,common,1.02,6.12,2.974233490492,18.20
4184,NS-02-M05,008,PTR,Yuuko Yoshida,The Demon Girl Next Door,common,1.05,6.30,2.974233490492,18.74
4185,NS-02-M05,009,PTR,Momo Chiyoda,The Demon Girl Next Door,common,1.02,6.12,2.974233490492,18.20
4186,NS-02-M05,010,SSR,Ikaros,Heaven's Lost Property,common,1.05,2.63,2.974233490492,7.82
4187,NS-02-M05,011,SSR,Azusa,I've Been Killing Slimes for 300 Years and Maxed Out My Level,common,1.04,2.60,2.974233490492,7.73
4188,NS-02-M05,012,SSR,Shouko Komi,Komi Can't Communicate,epic,2.06,5.15,2.974233490492,15.32
4189,NS-02-M05,013,SSR,Kukuru Misakino,The Aquatope on White Sand,common,1.03,2.58,2.974233490492,7.67
4190,NS-02-M05,014,SSR,Rena Ryugu,When they Cry (Higurashi no Naku Koro ni),common,1.01,2.53,2.974233490492,7.52
4191,NS-02-M05,015,SSR,Neko Kuroha,Brynhildr in the Darkness,common,1.00,2.50,2.974233490492,7.44
4192,NS-02-M05,016,SSR,Northern Princess,Kantai Collection,common,1.02,2.55,2.974233490492,7.58
4193,NS-02-M05,017,SSR,Alisa Ilinichina Amiella,God Eater,rare,1.45,3.63,2.974233490492,10.80
4194,NS-02-M05,018,SSR,Latina,"If it's for My Daughter, I'd Even Defeat a Demon Lord",common,1.01,2.53,2.974233490492,7.52
4195,NS-02-M05,019,SSR,Vivy,Vivy -Fluorite Eye's Song-,epic,2.18,5.45,2.974233490492,16.21
4196,NS-02-M05,020,SSR,Sayaka Maizono,Danganronpa,common,1.02,2.55,2.974233490492,7.58
4197,NS-02-M05,021,SSR,Kyoko Kirigiri,Danganronpa,common,1.00,2.50,2.974233490492,7.44
4198,NS-02-M05,022,SSR,Rosa,Pokemon,common,1.05,2.63,2.974233490492,7.82
4199,NS-02-M05,023,SSR,Exusiai,Arknights,common,1.02,2.55,2.974233490492,7.58
4200,NS-02-M05,024,SSR,Kama,Fate Series,common,1.01,2.53,2.974233490492,7.52
4201,NS-02-M05,025,SSR,Kokomi Sangonomiya,Genshin Impact,common,1.01,2.53,2.974233490492,7.52
4202,NS-02-M05,026,SSR,Raiden Shogun,Genshin Impact,common,1.00,2.50,2.974233490492,7.44
4203,NS-02-M05,027,SSR,Yae Miko,Genshin Impact,common,1.05,2.63,2.974233490492,7.82
4204,NS-02-M05,028,SSR,Grainne,Girl Cafe Gun,common,1.05,2.63,2.974233490492,7.82
4205,NS-02-M05,029,SSR,Ranko Kanzaki,The Idolm@ster,common,1.01,2.53,2.974233490492,7.52
4206,NS-02-M05,030,SSR,Asuka Ninomiya,The Idolm@ster,common,1.00,2.50,2.974233490492,7.44
4207,NS-02-M05,031,SSR,Gold Ship,Uma Musume Pretty Derby,common,1.02,2.55,2.974233490492,7.58
4208,NS-02-M05,032,SSR,Asuna Ichinose,Blue Archive,common,1.05,2.63,2.974233490492,7.82
4209,NS-02-M05,033,SSR,Shiroko Sunaookami,Blue Archive,common,1.01,2.53,2.974233490492,7.52
4210,NS-02-M05,034,SSR,Kaguyahime,Mahjong Soul,common,1.03,2.58,2.974233490492,7.67
4211,NS-02-M05,035,SSR,Riri Hitotsuyanagi,Assault Lily: Bouquet,common,1.01,2.53,2.974233490492,7.52
4212,NS-02-M05,036,SSR,Yuyu Shirai,Assault Lily: Bouquet,common,1.05,2.63,2.974233490492,7.82
4213,NS-02-M05,037,SR,Nanoha Takamachi,Magical Girl Lyrical Nanoha,common,1.05,0.11,2.974233490492,0.33
4214,NS-02-M05,038,SR,Alisa Bannings,Magical Girl Lyrical Nanoha,common,1.04,0.10,2.974233490492,0.30
4215,NS-02-M05,039,SR,Shizuku Kurogane,Chivalry of a Failed Knight,common,1.02,0.10,2.974233490492,0.30
4216,NS-02-M05,040,SR,Heidi Augesvarer,Horizon in the Middle of Nowhere,common,1.01,0.10,2.974233490492,0.30
4217,NS-02-M05,041,SR,Horizon Ariadust,Horizon in the Middle of Nowhere,common,1.02,0.10,2.974233490492,0.30
4218,NS-02-M05,042,SR,Mary,Horizon in the Middle of Nowhere,common,1.04,0.10,2.974233490492,0.30
4219,NS-02-M05,043,SR,Veronica,Flower Knight Girl,common,1.00,0.10,2.974233490492,0.30
4220,NS-02-M05,044,SR,Twinspur,Flower Knight Girl,common,1.01,0.10,2.974233490492,0.30
4221,NS-02-M05,045,SR,Blushing Bride,Flower Knight Girl,common,1.00,0.10,2.974233490492,0.30
4222,NS-02-M05,046,SR,Black Gold Saw,Black Rock Shooter,common,1.03,0.10,2.974233490492,0.30
4223,NS-02-M05,047,SR,Marika Tachibana,Nisekoi,common,1.03,0.10,2.974233490492,0.30
4224,NS-02-M05,048,SR,Haru Onodera,Nisekoi,common,1.04,0.10,2.974233490492,0.30
4225,NS-02-M05,049,SR,Manhattan Cafe,Uma Musume Pretty Derby,common,1.05,0.11,2.974233490492,0.33
4226,NS-02-M05,050,SR,Aru Rikuhachima,Blue Archive,common,1.05,0.11,2.974233490492,0.33
4227,NS-02-M05,051,SR,Shigure,Kemono Michi: Rise Up,common,1.01,0.10,2.974233490492,0.30
4228,NS-02-M05,052,SR,Himawari Furutani,YuruYuri: Happy Go Lily,common,1.00,0.10,2.974233490492,0.30
4229,NS-02-M05,053,SR,Akari Akaza,YuruYuri: Happy Go Lily,common,1.01,0.10,2.974233490492,0.30
4230,NS-02-M05,054,SR,Sakurako Oomuro,YuruYuri: Happy Go Lily,common,1.03,0.10,2.974233490492,0.30
4231,NS-02-M05,055,R,Ruka Sarashina,Rent-a-Girlfriend,common,1.05,0.01,2.974233490492,0.03
4232,NS-02-M05,056,R,Chizuru Ichinose,Rent-a-Girlfriend,common,1.03,0.01,2.974233490492,0.03
4233,NS-02-M05,057,R,Mami Nanami,Rent-a-Girlfriend,common,1.05,0.01,2.974233490492,0.03
4234,NS-02-M05,058,R,Mizore Shirayuki,Rosario to Vampire,common,1.02,0.01,2.974233490492,0.03
4235,NS-02-M05,059,R,Akira Sunazuka,The Idolm@ster,common,1.04,0.01,2.974233490492,0.03
4236,NS-02-M05,060,R,Rias Gremory,High School DxD,common,1.05,0.01,2.974233490492,0.03
4237,NS-02-M05,061,R,Masuzu Natsukawa,Oreshura,common,1.02,0.01,2.974233490492,0.03
4238,NS-02-M05,062,R,Komugi Yoshida,Nurse Witch Komugi-chan R,common,1.05,0.01,2.974233490492,0.03
4239,NS-02-M05,063,R,Kasumi Nakasu,Love Live!,common,1.04,0.01,2.974233490492,0.03
4240,NS-02-M05,064,R,Elie MacDowell,Minna Atsumare! Falcom Gakuen SC,common,1.04,0.01,2.974233490492,0.03
4241,NS-02-M05,065,R,Kuuko,Nyaruko: Crawling with Love!,common,1.03,0.01,2.974233490492,0.03
4242,NS-02-M05,066,R,Helena Blavatsky,Fate Series,common,1.01,0.01,2.974233490492,0.03
4243,NS-02-M05,067,R,Illya Ornstein (Elia Onstein ),Princess Connect Re:Dive,common,1.03,0.01,2.974233490492,0.03
4244,NS-02-M05,068,R,Yuni Shingyouji,Princess Connect Re:Dive,common,1.04,0.01,2.974233490492,0.03
4245,NS-02-M05,069,R,Suzuran,Arknights,common,1.00,0.01,2.974233490492,0.03
4246,NS-02-M05,070,R,Mostima,Arknights,common,1.00,0.01,2.974233490492,0.03
4247,NS-02-M05,071,R,Eula,Genshin Impact,common,1.02,0.01,2.974233490492,0.03
4248,NS-02-M05,072,R,Venti,Genshin Impact,common,1.01,0.01,2.974233490492,0.03
4249,NS-02-M05,001,PR,Chiyo Sakura,Monthly Girl's Nozaki-kun,common,1.01,12.12,2.974233490492,36.05
4250,NS-02-M05,002,PR,Kagamine Rin,Vocaloid,common,1.05,12.60,2.974233490492,37.48
4251,NS-02-M05,003,PR,Hatsune Miku,Vocaloid,common,1.04,12.48,2.974233490492,37.12
4252,NS-02-M05,004,PR,Kashima,Kantai Collection,common,1.02,12.24,2.974233490492,36.40
4253,NS-02-M05,005,PR,Yayoi,Kantai Collection,common,1.05,12.60,2.974233490492,37.48
4254,NS-02-M05,006,PR,Shizuru Hoshino,Princess Connect Re:Dive,common,1.03,12.36,2.974233490492,36.76
4255,NS-02-M05,007,PR,Okita Souji,Fate Series,common,1.01,12.12,2.974233490492,36.05
4256,NS-02-M05,008,PR,Bradamante,Fate Series,common,1.04,12.48,2.974233490492,37.12
4257,NS-02-M05,009,PR,Isuzu Sento,Amagi Brilliant Park,common,1.04,12.48,2.974233490492,37.12
4258,NS-02-M05,010,PR,Lewis Gun,Girls' Frontline,common,1.02,12.24,2.974233490492,36.40
4259,NS-02-M05,011,PR,Alice Zuberg,Sword Art Online,rare,1.41,16.92,2.974233490492,50.32
4260,NS-02-M05,012,PR,Ferry,Granblue Fantasy,common,1.03,12.36,2.974233490492,36.76
4261,NS-02-M05,013,PR,Cocoa Hoto,Is the Order a Rabbit?,common,1.00,12.00,2.974233490492,35.69
4262,NS-02-M05,014,PR,Nozomi Tojo,Love Live!,common,1.03,12.36,2.974233490492,36.76
4263,NS-02-M05,015,PR,Alice Shimada,Girls Und Panzer,common,1.02,12.24,2.974233490492,36.40
4264,NS-02-M05,016,PR,Juliet Persia,Boarding School Juliet,common,1.02,12.24,2.974233490492,36.40
4265,NS-02-M05,017,PR,Nezuko Kamado,Demon Slayer (Kimetsu no Yaiba),epic,1.82,21.84,2.974233490492,64.96
4266,NS-02-M05,018,PR,Shana,Shakugan no Shana,common,1.00,12.00,2.974233490492,35.69
4267,NS-02-M06,001,PTR,Rei Ayanami,Evangelion,common,1.00,6.00,2.713399715143,16.28
4268,NS-02-M06,002,PTR,Rem,Re:Zero,epic,1.84,11.04,2.713399715143,29.96
4269,NS-02-M06,003,PTR,Yuno Gasai,Future Diary,common,1.03,6.18,2.713399715143,16.77
4270,NS-02-M06,004,PTR,Ganyu,Genshin Impact,common,1.03,6.18,2.713399715143,16.77
4271,NS-02-M06,005,PTR,Marin Kitagawa,My Dress-Up Darling,epic,2.13,12.78,2.713399715143,34.68
4272,NS-02-M06,006,PTR,Mona,Genshin Impact,common,1.02,6.12,2.713399715143,16.61
4273,NS-02-M06,007,PTR,Onna Shinkan,Goblin Slayer,rare,1.34,8.04,2.713399715143,21.82
4274,NS-02-M06,008,PTR,Mejiro McQueen,Uma Musume Pretty Derby,common,1.03,6.18,2.713399715143,16.77
4275,NS-02-M06,009,PTR,Akane Shinjo,SSSS.GRIDMAN,common,1.02,6.12,2.713399715143,16.61
4276,NS-02-M06,010,SSR,Megurine Luka,Vocaloid,common,1.01,2.53,2.713399715143,6.86
4277,NS-02-M06,011,SSR,Super Creek,Uma Musume Pretty Derby,common,1.03,2.58,2.713399715143,7.00
4278,NS-02-M06,012,SSR,Manhattan Cafe,Uma Musume Pretty Derby,common,1.03,2.58,2.713399715143,7.00
4279,NS-02-M06,013,SSR,Whisperain,Arknights,common,1.00,2.50,2.713399715143,6.78
4280,NS-02-M06,014,SSR,W,Arknights,common,1.00,2.50,2.713399715143,6.78
4281,NS-02-M06,015,SSR,Nightingale,Arknights,common,1.03,2.58,2.713399715143,7.00
4282,NS-02-M06,016,SSR,Filo,The Rising of the Shield Hero,rare,1.35,3.38,2.713399715143,9.17
4283,NS-02-M06,017,SSR,Hanako Kuroe,Princess Connect Re:Dive,common,1.01,2.53,2.713399715143,6.86
4284,NS-02-M06,018,SSR,Christina Morgan,Princess Connect Re:Dive,common,1.02,2.55,2.713399715143,6.92
4285,NS-02-M06,019,SSR,Artoria Pendragon (Ruler),Fate Series,common,1.02,2.55,2.713399715143,6.92
4286,NS-02-M06,020,SSR,Okita Souji,Fate Series,common,1.02,2.55,2.713399715143,6.92
4287,NS-02-M06,021,SSR,Abigail Williams,Fate Series,common,1.04,2.60,2.713399715143,7.05
4288,NS-02-M06,022,SSR,Keqing,Genshin Impact,common,1.01,2.53,2.713399715143,6.86
4289,NS-02-M06,023,SSR,Shenhe,Genshin Impact,common,1.04,2.60,2.713399715143,7.05
4290,NS-02-M06,024,SSR,Ilulu,Miss Kobayashi's Dragon Maid,epic,2.02,5.05,2.713399715143,13.70
4291,NS-02-M06,025,SSR,HMS Perseus,Azur Lane,common,1.03,2.58,2.713399715143,7.00
4292,NS-02-M06,026,SSR,Tosa,Azur Lane,common,1.02,2.55,2.713399715143,6.92
4293,NS-02-M06,027,SSR,Independence,Azur Lane,common,1.03,2.58,2.713399715143,7.00
4294,NS-02-M06,028,SSR,Kobato Hasegawa,Haganai: I don't have many friends,common,1.01,2.53,2.713399715143,6.86
4295,NS-02-M06,029,SSR,Keiko Ayano,Sword Art Online,rare,1.50,3.75,2.713399715143,10.18
4296,NS-02-M06,030,SSR,Suguha Kirigaya,Sword Art Online,rare,1.24,3.10,2.713399715143,8.41
